image_path,label
data\raw\DCID\DCID-512-7\train\4.Mudstone\4.Mudstone_3854.jpg,Mudstone
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_241.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\1.Red sandstone\1.Red sandstone_1076.jpg,Red sandstone
data\raw\DCID\DCID-512-7\train\1.Red sandstone\1.Red sandstone_3807.jpg,Red sandstone
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_2386.jpg,Marble
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_735.jpg,Granite
data\raw\DCID\DCID-512-7\train\1.Red sandstone\1.Red sandstone_3341.jpg,Red sandstone
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_2388.jpg,Granite
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_532.jpg,Granite
data\raw\DCID\DCID-512-7\train\6.Basalt\6.Basalt_1119.jpg,Basalt
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_2539.jpg,Granite
data\raw\DCID\DCID-512-7\train\1.Red sandstone\1.Red sandstone_3444.jpg,Red sandstone
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_836.jpg,Granite
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_1788.jpg,Granite
data\raw\DCID\DCID-512-7\train\4.Mudstone\4.Mudstone_2938.jpg,Mudstone
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_3934.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_1837.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\1.Red sandstone\1.Red sandstone_3584.jpg,Red sandstone
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_3161.jpg,Granite
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_954.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\1.Red sandstone\1.Red sandstone_1207.jpg,Red sandstone
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_1571.jpg,Marble
data\raw\DCID\DCID-512-7\train\4.Mudstone\4.Mudstone_620.jpg,Mudstone
data\raw\DCID\DCID-512-7\train\3.Gray siltstone\3.Gray siltstone_3376.jpg,Gray siltstone
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_897.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_2710.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_3047.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\1.Red sandstone\1.Red sandstone_2839.jpg,Red sandstone
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_2202.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_493.jpg,Marble
data\raw\DCID\DCID-512-7\train\4.Mudstone\4.Mudstone_2832.jpg,Mudstone
data\raw\DCID\DCID-512-7\train\3.Gray siltstone\3.Gray siltstone_1250.jpg,Gray siltstone
data\raw\DCID\DCID-512-7\train\6.Basalt\6.Basalt_3504.jpg,Basalt
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_2571.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_1585.jpg,Marble
data\raw\DCID\DCID-512-7\train\6.Basalt\6.Basalt_3426.jpg,Basalt
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_1830.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\6.Basalt\6.Basalt_278.jpg,Basalt
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_211.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\1.Red sandstone\1.Red sandstone_309.jpg,Red sandstone
data\raw\DCID\DCID-512-7\train\6.Basalt\6.Basalt_22.jpg,Basalt
data\raw\DCID\DCID-512-7\train\4.Mudstone\4.Mudstone_477.jpg,Mudstone
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_193.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_3516.jpg,Marble
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_298.jpg,Granite
data\raw\DCID\DCID-512-7\train\4.Mudstone\4.Mudstone_1875.jpg,Mudstone
data\raw\DCID\DCID-512-7\train\6.Basalt\6.Basalt_1288.jpg,Basalt
data\raw\DCID\DCID-512-7\train\4.Mudstone\4.Mudstone_454.jpg,Mudstone
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_293.jpg,Marble
data\raw\DCID\DCID-512-7\train\6.Basalt\6.Basalt_359.jpg,Basalt
data\raw\DCID\DCID-512-7\train\3.Gray siltstone\3.Gray siltstone_3412.jpg,Gray siltstone
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_3574.jpg,Marble
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_93.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\6.Basalt\6.Basalt_2148.jpg,Basalt
data\raw\DCID\DCID-512-7\train\6.Basalt\6.Basalt_3350.jpg,Basalt
data\raw\DCID\DCID-512-7\train\4.Mudstone\4.Mudstone_2387.jpg,Mudstone
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_1613.jpg,Marble
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_2177.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\6.Basalt\6.Basalt_3503.jpg,Basalt
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_2946.jpg,Marble
data\raw\DCID\DCID-512-7\train\6.Basalt\6.Basalt_3605.jpg,Basalt
data\raw\DCID\DCID-512-7\train\4.Mudstone\4.Mudstone_201.jpg,Mudstone
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_1871.jpg,Marble
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_1892.jpg,Granite
data\raw\DCID\DCID-512-7\train\1.Red sandstone\1.Red sandstone_1986.jpg,Red sandstone
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_402.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\6.Basalt\6.Basalt_2072.jpg,Basalt
data\raw\DCID\DCID-512-7\train\3.Gray siltstone\3.Gray siltstone_3164.jpg,Gray siltstone
data\raw\DCID\DCID-512-7\train\4.Mudstone\4.Mudstone_2610.jpg,Mudstone
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_3010.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_1894.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\3.Gray siltstone\3.Gray siltstone_3325.jpg,Gray siltstone
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_1805.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\3.Gray siltstone\3.Gray siltstone_3457.jpg,Gray siltstone
data\raw\DCID\DCID-512-7\train\6.Basalt\6.Basalt_2798.jpg,Basalt
data\raw\DCID\DCID-512-7\train\1.Red sandstone\1.Red sandstone_1982.jpg,Red sandstone
data\raw\DCID\DCID-512-7\train\3.Gray siltstone\3.Gray siltstone_2663.jpg,Gray siltstone
data\raw\DCID\DCID-512-7\train\4.Mudstone\4.Mudstone_2870.jpg,Mudstone
data\raw\DCID\DCID-512-7\train\4.Mudstone\4.Mudstone_1307.jpg,Mudstone
data\raw\DCID\DCID-512-7\train\3.Gray siltstone\3.Gray siltstone_794.jpg,Gray siltstone
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_1788.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_2073.jpg,Marble
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_373.jpg,Granite
data\raw\DCID\DCID-512-7\train\6.Basalt\6.Basalt_2010.jpg,Basalt
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_3515.jpg,Granite
data\raw\DCID\DCID-512-7\train\6.Basalt\6.Basalt_2621.jpg,Basalt
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_3658.jpg,Granite
data\raw\DCID\DCID-512-7\train\3.Gray siltstone\3.Gray siltstone_1391.jpg,Gray siltstone
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_1420.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_3663.jpg,Granite
data\raw\DCID\DCID-512-7\train\6.Basalt\6.Basalt_883.jpg,Basalt
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_3123.jpg,Marble
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_2242.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_2118.jpg,Marble
data\raw\DCID\DCID-512-7\train\1.Red sandstone\1.Red sandstone_651.jpg,Red sandstone
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_997.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\3.Gray siltstone\3.Gray siltstone_302.jpg,Gray siltstone
data\raw\DCID\DCID-512-7\train\1.Red sandstone\1.Red sandstone_2156.jpg,Red sandstone
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_2639.jpg,Marble
data\raw\DCID\DCID-512-7\train\3.Gray siltstone\3.Gray siltstone_1531.jpg,Gray siltstone
data\raw\DCID\DCID-512-7\train\1.Red sandstone\1.Red sandstone_3051.jpg,Red sandstone
data\raw\DCID\DCID-512-7\train\3.Gray siltstone\3.Gray siltstone_711.jpg,Gray siltstone
data\raw\DCID\DCID-512-7\train\1.Red sandstone\1.Red sandstone_586.jpg,Red sandstone
data\raw\DCID\DCID-512-7\train\3.Gray siltstone\3.Gray siltstone_1604.jpg,Gray siltstone
data\raw\DCID\DCID-512-7\train\1.Red sandstone\1.Red sandstone_1800.jpg,Red sandstone
data\raw\DCID\DCID-512-7\train\3.Gray siltstone\3.Gray siltstone_1191.jpg,Gray siltstone
data\raw\DCID\DCID-512-7\train\6.Basalt\6.Basalt_2826.jpg,Basalt
data\raw\DCID\DCID-512-7\train\1.Red sandstone\1.Red sandstone_1440.jpg,Red sandstone
data\raw\DCID\DCID-512-7\train\1.Red sandstone\1.Red sandstone_100.jpg,Red sandstone
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_3604.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_1282.jpg,Marble
data\raw\DCID\DCID-512-7\train\3.Gray siltstone\3.Gray siltstone_3392.jpg,Gray siltstone
data\raw\DCID\DCID-512-7\train\3.Gray siltstone\3.Gray siltstone_2207.jpg,Gray siltstone
data\raw\DCID\DCID-512-7\train\6.Basalt\6.Basalt_1813.jpg,Basalt
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_1160.jpg,Marble
data\raw\DCID\DCID-512-7\train\4.Mudstone\4.Mudstone_1685.jpg,Mudstone
data\raw\DCID\DCID-512-7\train\6.Basalt\6.Basalt_1253.jpg,Basalt
data\raw\DCID\DCID-512-7\train\6.Basalt\6.Basalt_3963.jpg,Basalt
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_2510.jpg,Granite
data\raw\DCID\DCID-512-7\train\6.Basalt\6.Basalt_567.jpg,Basalt
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_2988.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\3.Gray siltstone\3.Gray siltstone_1120.jpg,Gray siltstone
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_1423.jpg,Marble
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_2400.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_1313.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_2346.jpg,Granite
data\raw\DCID\DCID-512-7\train\1.Red sandstone\1.Red sandstone_593.jpg,Red sandstone
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_2567.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_979.jpg,Marble
data\raw\DCID\DCID-512-7\train\3.Gray siltstone\3.Gray siltstone_3012.jpg,Gray siltstone
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_969.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_3884.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\1.Red sandstone\1.Red sandstone_24.jpg,Red sandstone
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_2413.jpg,Marble
data\raw\DCID\DCID-512-7\train\3.Gray siltstone\3.Gray siltstone_2086.jpg,Gray siltstone
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_2689.jpg,Marble
data\raw\DCID\DCID-512-7\train\4.Mudstone\4.Mudstone_919.jpg,Mudstone
data\raw\DCID\DCID-512-7\train\3.Gray siltstone\3.Gray siltstone_2584.jpg,Gray siltstone
data\raw\DCID\DCID-512-7\train\4.Mudstone\4.Mudstone_618.jpg,Mudstone
data\raw\DCID\DCID-512-7\train\4.Mudstone\4.Mudstone_3721.jpg,Mudstone
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_1647.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_1298.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_3508.jpg,Granite
data\raw\DCID\DCID-512-7\train\4.Mudstone\4.Mudstone_1313.jpg,Mudstone
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_3656.jpg,Marble
data\raw\DCID\DCID-512-7\train\6.Basalt\6.Basalt_2992.jpg,Basalt
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_2450.jpg,Granite
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_574.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_3318.jpg,Granite
data\raw\DCID\DCID-512-7\train\3.Gray siltstone\3.Gray siltstone_1219.jpg,Gray siltstone
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_3182.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_2620.jpg,Marble
data\raw\DCID\DCID-512-7\train\6.Basalt\6.Basalt_682.jpg,Basalt
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_153.jpg,Granite
data\raw\DCID\DCID-512-7\train\3.Gray siltstone\3.Gray siltstone_3129.jpg,Gray siltstone
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_3279.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\4.Mudstone\4.Mudstone_516.jpg,Mudstone
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_2270.jpg,Granite
data\raw\DCID\DCID-512-7\train\1.Red sandstone\1.Red sandstone_2332.jpg,Red sandstone
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_3011.jpg,Granite
data\raw\DCID\DCID-512-7\train\3.Gray siltstone\3.Gray siltstone_575.jpg,Gray siltstone
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_3257.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_3621.jpg,Marble
data\raw\DCID\DCID-512-7\train\4.Mudstone\4.Mudstone_1833.jpg,Mudstone
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_2217.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\3.Gray siltstone\3.Gray siltstone_516.jpg,Gray siltstone
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_1369.jpg,Marble
data\raw\DCID\DCID-512-7\train\4.Mudstone\4.Mudstone_761.jpg,Mudstone
data\raw\DCID\DCID-512-7\train\6.Basalt\6.Basalt_1220.jpg,Basalt
data\raw\DCID\DCID-512-7\train\1.Red sandstone\1.Red sandstone_1420.jpg,Red sandstone
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_187.jpg,Granite
data\raw\DCID\DCID-512-7\train\3.Gray siltstone\3.Gray siltstone_3765.jpg,Gray siltstone
data\raw\DCID\DCID-512-7\train\4.Mudstone\4.Mudstone_3915.jpg,Mudstone
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_1786.jpg,Marble
data\raw\DCID\DCID-512-7\train\6.Basalt\6.Basalt_2514.jpg,Basalt
data\raw\DCID\DCID-512-7\train\3.Gray siltstone\3.Gray siltstone_524.jpg,Gray siltstone
data\raw\DCID\DCID-512-7\train\4.Mudstone\4.Mudstone_3415.jpg,Mudstone
data\raw\DCID\DCID-512-7\train\3.Gray siltstone\3.Gray siltstone_3799.jpg,Gray siltstone
data\raw\DCID\DCID-512-7\train\4.Mudstone\4.Mudstone_3300.jpg,Mudstone
data\raw\DCID\DCID-512-7\train\6.Basalt\6.Basalt_713.jpg,Basalt
data\raw\DCID\DCID-512-7\train\6.Basalt\6.Basalt_1706.jpg,Basalt
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_1669.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\6.Basalt\6.Basalt_3077.jpg,Basalt
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_2899.jpg,Granite
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_3181.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_1436.jpg,Granite
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_3479.jpg,Granite
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_3951.jpg,Marble
data\raw\DCID\DCID-512-7\train\6.Basalt\6.Basalt_1061.jpg,Basalt
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_2812.jpg,Marble
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_3247.jpg,Granite
data\raw\DCID\DCID-512-7\train\3.Gray siltstone\3.Gray siltstone_1331.jpg,Gray siltstone
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_982.jpg,Granite
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_1419.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_1543.jpg,Granite
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_2060.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\4.Mudstone\4.Mudstone_2207.jpg,Mudstone
data\raw\DCID\DCID-512-7\train\4.Mudstone\4.Mudstone_1132.jpg,Mudstone
data\raw\DCID\DCID-512-7\train\1.Red sandstone\1.Red sandstone_1994.jpg,Red sandstone
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_1017.jpg,Granite
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_1128.jpg,Marble
data\raw\DCID\DCID-512-7\train\1.Red sandstone\1.Red sandstone_1581.jpg,Red sandstone
data\raw\DCID\DCID-512-7\train\1.Red sandstone\1.Red sandstone_81.jpg,Red sandstone
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_2716.jpg,Marble
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_2170.jpg,Marble
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_867.jpg,Granite
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_105.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\6.Basalt\6.Basalt_1056.jpg,Basalt
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_2327.jpg,Marble
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_3581.jpg,Granite
data\raw\DCID\DCID-512-7\train\1.Red sandstone\1.Red sandstone_1975.jpg,Red sandstone
data\raw\DCID\DCID-512-7\train\3.Gray siltstone\3.Gray siltstone_232.jpg,Gray siltstone
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_1825.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_1032.jpg,Marble
data\raw\DCID\DCID-512-7\train\1.Red sandstone\1.Red sandstone_3253.jpg,Red sandstone
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_2374.jpg,Granite
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_874.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_3380.jpg,Marble
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_1756.jpg,Granite
data\raw\DCID\DCID-512-7\train\6.Basalt\6.Basalt_3833.jpg,Basalt
data\raw\DCID\DCID-512-7\train\3.Gray siltstone\3.Gray siltstone_3910.jpg,Gray siltstone
data\raw\DCID\DCID-512-7\train\3.Gray siltstone\3.Gray siltstone_2713.jpg,Gray siltstone
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_360.jpg,Granite
data\raw\DCID\DCID-512-7\train\4.Mudstone\4.Mudstone_3020.jpg,Mudstone
data\raw\DCID\DCID-512-7\train\4.Mudstone\4.Mudstone_2108.jpg,Mudstone
data\raw\DCID\DCID-512-7\train\3.Gray siltstone\3.Gray siltstone_2029.jpg,Gray siltstone
data\raw\DCID\DCID-512-7\train\3.Gray siltstone\3.Gray siltstone_2137.jpg,Gray siltstone
data\raw\DCID\DCID-512-7\train\4.Mudstone\4.Mudstone_2907.jpg,Mudstone
data\raw\DCID\DCID-512-7\train\4.Mudstone\4.Mudstone_359.jpg,Mudstone
data\raw\DCID\DCID-512-7\train\6.Basalt\6.Basalt_3561.jpg,Basalt
data\raw\DCID\DCID-512-7\train\4.Mudstone\4.Mudstone_2899.jpg,Mudstone
data\raw\DCID\DCID-512-7\train\6.Basalt\6.Basalt_1990.jpg,Basalt
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_1907.jpg,Granite
data\raw\DCID\DCID-512-7\train\4.Mudstone\4.Mudstone_1152.jpg,Mudstone
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_1294.jpg,Granite
data\raw\DCID\DCID-512-7\train\1.Red sandstone\1.Red sandstone_25.jpg,Red sandstone
data\raw\DCID\DCID-512-7\train\6.Basalt\6.Basalt_3449.jpg,Basalt
data\raw\DCID\DCID-512-7\train\1.Red sandstone\1.Red sandstone_2331.jpg,Red sandstone
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_3085.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\3.Gray siltstone\3.Gray siltstone_1188.jpg,Gray siltstone
data\raw\DCID\DCID-512-7\train\1.Red sandstone\1.Red sandstone_3082.jpg,Red sandstone
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_338.jpg,Granite
data\raw\DCID\DCID-512-7\train\1.Red sandstone\1.Red sandstone_2864.jpg,Red sandstone
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_3514.jpg,Marble
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_313.jpg,Granite
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_2289.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_3948.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_1165.jpg,Granite
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_3289.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\3.Gray siltstone\3.Gray siltstone_287.jpg,Gray siltstone
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_2254.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\4.Mudstone\4.Mudstone_1584.jpg,Mudstone
data\raw\DCID\DCID-512-7\train\3.Gray siltstone\3.Gray siltstone_3441.jpg,Gray siltstone
data\raw\DCID\DCID-512-7\train\4.Mudstone\4.Mudstone_2473.jpg,Mudstone
data\raw\DCID\DCID-512-7\train\4.Mudstone\4.Mudstone_3356.jpg,Mudstone
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_3304.jpg,Marble
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_1488.jpg,Marble
data\raw\DCID\DCID-512-7\train\6.Basalt\6.Basalt_3729.jpg,Basalt
data\raw\DCID\DCID-512-7\train\1.Red sandstone\1.Red sandstone_2894.jpg,Red sandstone
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_1252.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_2869.jpg,Granite
data\raw\DCID\DCID-512-7\train\3.Gray siltstone\3.Gray siltstone_760.jpg,Gray siltstone
data\raw\DCID\DCID-512-7\train\3.Gray siltstone\3.Gray siltstone_2101.jpg,Gray siltstone
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_2110.jpg,Granite
data\raw\DCID\DCID-512-7\train\3.Gray siltstone\3.Gray siltstone_801.jpg,Gray siltstone
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_2408.jpg,Granite
data\raw\DCID\DCID-512-7\train\4.Mudstone\4.Mudstone_3917.jpg,Mudstone
data\raw\DCID\DCID-512-7\train\1.Red sandstone\1.Red sandstone_2559.jpg,Red sandstone
data\raw\DCID\DCID-512-7\train\3.Gray siltstone\3.Gray siltstone_2379.jpg,Gray siltstone
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_1031.jpg,Granite
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_2656.jpg,Marble
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_782.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_750.jpg,Marble
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_1097.jpg,Granite
data\raw\DCID\DCID-512-7\train\4.Mudstone\4.Mudstone_2930.jpg,Mudstone
data\raw\DCID\DCID-512-7\train\6.Basalt\6.Basalt_169.jpg,Basalt
data\raw\DCID\DCID-512-7\train\6.Basalt\6.Basalt_2447.jpg,Basalt
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_3259.jpg,Granite
data\raw\DCID\DCID-512-7\train\1.Red sandstone\1.Red sandstone_927.jpg,Red sandstone
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_2204.jpg,Marble
data\raw\DCID\DCID-512-7\train\4.Mudstone\4.Mudstone_905.jpg,Mudstone
data\raw\DCID\DCID-512-7\train\4.Mudstone\4.Mudstone_1209.jpg,Mudstone
data\raw\DCID\DCID-512-7\train\3.Gray siltstone\3.Gray siltstone_1361.jpg,Gray siltstone
data\raw\DCID\DCID-512-7\train\1.Red sandstone\1.Red sandstone_2741.jpg,Red sandstone
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_469.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_2977.jpg,Marble
data\raw\DCID\DCID-512-7\train\6.Basalt\6.Basalt_1771.jpg,Basalt
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_2041.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\3.Gray siltstone\3.Gray siltstone_1222.jpg,Gray siltstone
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_2882.jpg,Marble
data\raw\DCID\DCID-512-7\train\1.Red sandstone\1.Red sandstone_2024.jpg,Red sandstone
data\raw\DCID\DCID-512-7\train\1.Red sandstone\1.Red sandstone_1525.jpg,Red sandstone
data\raw\DCID\DCID-512-7\train\3.Gray siltstone\3.Gray siltstone_2089.jpg,Gray siltstone
